timestamp	commit	skill	old_score	new_score	status	dimension	note	eval_mode
2026-04-24T14:42:33	baseline	novel-downloader	-	51.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	darwin-skill	-	51.3	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	lark-openapi-explorer	-	51.5	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	lark-wiki	-	51.5	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	lark-workflow-standup-report	-	51.5	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	paper-search	-	51.7	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	pptx	-	51.7	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	ai-check-humanizer	-	51.8	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	windows-cleaner	-	51.8	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	pdb-database	-	51.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	ai4scholar-integration	-	52.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	huashu-nuwa	-	52.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	webnovel-import	-	52.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	qpcr-graphpad-formatter	-	52.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	gsd-checkpoints	-	52.5	baseline	D6	resources	dry_run
2026-04-24T14:42:33	baseline	lark-event	-	52.5	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	lark-vc	-	52.5	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	web-design-guidelines	-	52.6	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	glmv-caption	-	52.7	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	docx	-	52.8	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	clinvar-database	-	52.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	gene-database	-	52.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	lark-whiteboard	-	53.1	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	webnovel-plan	-	53.1	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	webnovel-write	-	53.1	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	academic-writing-suite	-	53.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	pub-figures	-	53.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	mcp-to-skill	-	53.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	sync-to-github	-	53.5	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	string-database	-	53.7	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	ensembl-database	-	53.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	clinical-reports	-	54.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	gif-sticker-maker	-	54.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	reactome-database	-	54.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	research-to-diagram	-	54.8	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	biopython	-	54.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	xlsx	-	54.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	webnovel-init	-	55.1	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	bioservices	-	55.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	uniprot-database	-	55.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	drugbank-database	-	55.9	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	lark-mail	-	56.1	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	notebooklm	-	56.5	baseline	D2	workflow	dry_run
2026-04-24T14:42:33	baseline	graphify	-	56.9	baseline	D6	resources	dry_run
2026-04-24T14:42:33	baseline	baoyu-format-markdown	-	57.2	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	fullstack-dev	-	57.2	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	github-to-skills	-	57.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	kegg-database	-	57.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	opentargets-database	-	57.4	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	scanpy	-	57.6	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	skill-creator	-	58.1	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	planning-with-files	-	58.6	baseline	D4	checkpoint	dry_run
2026-04-24T14:42:33	baseline	baoyu-article-illustrator	-	59.1	baseline	D3	boundary	dry_run
2026-04-24T14:42:33	baseline	frontend-dev	-	61.0	baseline	D1	frontmatter	dry_run
2026-04-24T14:46	baseline	omc-reference	-	45.6	baseline	Boundary	Boundary=3, no error handling or fallback paths	static_analysis
2026-04-24T14:46	baseline	lark-skill-maker	-	48.8	baseline	Boundary	Boundary=4, minimal error coverage	static_analysis
2026-04-24T14:46	baseline	lark-minutes	-	49.8	baseline	Boundary	Boundary=3, no fallback	static_analysis
2026-04-24T14:46	baseline	lark-im	-	50.3	baseline	Boundary	Boundary=3, no error handling	static_analysis
2026-04-24T14:46	baseline	biomed-search	-	51.0	baseline	Boundary	Boundary=3, no fallback for API failures	static_analysis
2026-04-24T14:46	baseline	lark-workflow-meeting-summary	-	51.6	baseline	Boundary	Boundary=3	static_analysis
2026-04-24T14:46	baseline	lark-task	-	51.8	baseline	Boundary	Boundary=3	static_analysis
2026-04-24T14:46	baseline	mmx-cli	-	52.7	baseline	Checkpoint	Checkpoint=4, no user confirmation points	static_analysis
2026-04-24T14:46	baseline	shader-dev	-	53.0	baseline	Specificity	Specificity=3, abstract instructions	static_analysis
2026-04-24T14:46	baseline	lark-shared	-	53.3	baseline	Boundary	Boundary=4	static_analysis
